id;question;prediction;answer_key;correct;latency_s;model;timestamp;raw_output
1204;At a shop what can you buy to put your spare unused things?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:42;E
1205;A person with digestion issues eats a meat-filled breakfast, what does he feel?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:42;A
1206;What is a prisoner sentenced to do?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:42;E
1207;Jesse  enjoyed remembering the past because he helped him understand it.  And understanding the past helped him with doing what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:42;E
1208;David watched some nesting birds using his binoculars while on vacation.  Where might David be?.;D;C;0;0.13;llama3.1:8b;2025-12-10 07:35:42;D
1209;Where would you find many varieties of plants including a rosebush?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:35:42;A
1210;If I did not have a rosebush, where would I get one?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:42;C
1211;What does a person with a what likely do?;B;E;0;0.13;llama3.1:8b;2025-12-10 07:35:43;B
1212;What are cats often known for?;C;E;0;0.13;llama3.1:8b;2025-12-10 07:35:43;C
1213;As he looked out the window, he knew the landing was happening soon, and it made him nervous, but where would he be soon?;D;E;0;0.13;llama3.1:8b;2025-12-10 07:35:43;D
1214;Where can you find a dogs house?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:43;A
1215;Tweed is a rare fabric in modern clothing, what brand should I look for when buying it?;C;E;0;0.13;llama3.1:8b;2025-12-10 07:35:43;C
1216;If you really wanted a grape, where would you go to get it?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:43;B
1217;What would you do to a rock when climb up a cliff?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:43;A
1218;His compressor needed a new hose, where did he go?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:43;B
1219;The man closed his eyes as the music played, what effect did the music have?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:44;C
1220;Setting up framing, truss and beam are some of the first steps in what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:44;A
1221;What is another name for a disk for storing information?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:44;C
